"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"187"	"0.0"	"Hat Kaurismäki jemals den Großen Preis der Jury in Cannes gewonnen?"		"ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurismäki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"188"	"0.0"	"Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Book .
        ?uri dbo:author res:William_Goldman .
        ?uri dbo:numberOfPages ?x .
        FILTER (?x > 300)
}"		"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"189"	"0.6363636363636364"	"Wo liegt Fort Knox?"	"""das Lage in Fort Knox?"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/ontology/locatedInArea>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"190"	"0.0"	"In welchem US-Bundesstaat liegt Fort Knox?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Fort_Knox dbp:location ?uri .
        ?uri dbo:country res:United_States .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"191"	"0.0"	"Wo liegt Syngman Rhee begraben?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . } "		"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"192"	"0.0"	"In welcher Zeitzone liegt San Pedro de Atacama?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"193"	"0.0"	"Welcher Stilrichtung gehörte der Maler der Drei Tänzer an?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person .  ?person <http://dbpedia.org/ontology/movement> ?uri . } "		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"194"	"0.0"	"Welcher Wissenschaftler ist bekannt für das Manhattan-Projekt und den Friedensnobelpreis?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:knownFor res:Manhattan_Project .
        ?uri rdf:type dbo:Scientist .
        ?uri dbo:knownFor res:Nobel_Peace_Prize .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"195"	"0.0"	"Zeig mir alle Bücher in Asimovs Foundation-Serie."		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . } "		"0.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"
"196"	"0.0"	"Gib mir alle Städte in New Jersey, die mehr als 100000 Einwohner haben."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:City .
        ?uri dbo:isPartOf res:New_Jersey .
        ?uri dbp:populationTotal ?inhabitants .
        FILTER (?inhabitants > 100000) .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"197"	"0.0"	"Welches Museum in New York hat die meisten Besucher?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> .  ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> .  ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"198"	"0.7435897435897436"	"Wie hoch ist der Yokohama Marine Tower?"	"""die H�he von Yokohama Marine Tower?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Yokohama_Marine_Tower dbo:height ?num .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"199"	"0.0"	"Hat die neue Battlestar-Galactica-Serie mehr Episoden als die alte?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	<http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .
	<http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .
	FILTER (?y > ?x)
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"200"	"0.0"	"Wer ist der jüngste Dartspieler?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:DartsPlayer .
        ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"201"	"0.7115384615384616"	"Wer hat das Videospiel World of Warcraft entwickelt?"	"""wer hat World of Warcraft entwickelt?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:World_of_Warcraft dbo:developer ?uri . 
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/World_of_Warcraft>    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"202"	"0.0"	"Welcher Papst hat das Vatikanische Fernsehen gegründet?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
         ?uri rdf:type dbo:Pope . 
         res:Vatican_Television_Center dbo:foundedBy ?uri .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"203"	"0.72"	"Wer hat die Musik für Harold und Maude komponiert?"	"""wer hat Harold und Maude komponiert?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Harold_and_Maude dbo:musicComposer ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"204"	"0.8837209302325582"	"Gib mir alle Bandmitglieder von Prodigy."	"""Gib mir alle Bandmitglieder von The Prodigy"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember>  ?o    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"205"	"0.0"	"Wer spielt alles in spanischen Filmen produziert von Benicio del Toro mit? "		"SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"206"	"0.0"	"Welche Tochtergesellschaft von TUI Travel fliegt sowohl Glasgow als auch Dublin an?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"207"	"0.6363636363636364"	"In welchem Land liegt Mekka?"	"""in Welches Land entspringt Weser?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {  
        res:Mecca dbo:country ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/sourceCountry>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"208"	"0.0"	"Wieviele Sprachen werden in Kolumbien gesprochen?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> .  <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"209"	"0.0"	"Was ist das größte Stadion in Spanien?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"210"	"0.0"	"Welche Profisurfer wurden auf den Philippinen geboren?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	?uri dbo:occupation res:Surfing .
	?uri dbo:birthPlace res:Philippines .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"211"	"0.0"	"Was sind die fünf Stadtteile von New York?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"212"	"0.0"	"Ist Cola ein Getränk?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
        res:Cola rdf:type dbo:Beverage .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"213"	"0.7222222222222222"	"Wann ist Prinzessin Diana gestorben?"	"""Wann ist Rhee Syng-man gestorben?"""	"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/deathDate> ?d . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/deathDate>  ?o    
}"""	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"
"214"	"0.0"	"Wo in Frankreich wird Schaumwein hergestellt?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:wineProduced res:Sparkling_wine .
        ?uri dbo:location res:France .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
""	""	""	""	""	""	"100.0"	"74.0"	"409.0"	"0.57471263"	"0.19646366"	"0.29282576"
