"id","question","sparql","answer_uri","answer_label","frame"
"4875","Quale persona ha creato  Elephant Princess?","select  ?o    {    <http://dbpedia.org/resource/The_Elephant_Princess> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jonathan_M._Shiff","Jonathan M. Shiff","VP"
"4876","Chi creare  Ellen Burstyn Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_Burstyn_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Frankel","David Frankel","VP"
"4877","Chi ha creato  Ellen Burstyn Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_Burstyn_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Frankel","David Frankel","VP"
"4878","Quale persona creare  Ellen Burstyn Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_Burstyn_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Frankel","David Frankel","VP"
"4879","Quale persona ha creato  Ellen Burstyn Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_Burstyn_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Frankel","David Frankel","VP"
"4880","Chi creare  The Ellen DeGeneres Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_DeGeneres_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ellen_DeGeneres","Ellen DeGeneres","VP"
"4881","Chi ha creato  The Ellen DeGeneres Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_DeGeneres_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ellen_DeGeneres","Ellen DeGeneres","VP"
"4882","Quale persona creare  The Ellen DeGeneres Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_DeGeneres_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ellen_DeGeneres","Ellen DeGeneres","VP"
"4883","Quale persona ha creato  The Ellen DeGeneres Show?","select  ?o    {    <http://dbpedia.org/resource/The_Ellen_DeGeneres_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ellen_DeGeneres","Ellen DeGeneres","VP"
"4884","Chi creare  The English Game?","select  ?o    {    <http://dbpedia.org/resource/The_English_Game> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Julian_Fellowes","Julian Fellowes","VP"
"4885","Chi ha creato  The English Game?","select  ?o    {    <http://dbpedia.org/resource/The_English_Game> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Julian_Fellowes","Julian Fellowes","VP"
"4886","Quale persona creare  The English Game?","select  ?o    {    <http://dbpedia.org/resource/The_English_Game> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Julian_Fellowes","Julian Fellowes","VP"
"4887","Quale persona ha creato  The English Game?","select  ?o    {    <http://dbpedia.org/resource/The_English_Game> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Julian_Fellowes","Julian Fellowes","VP"
"4888","Chi creare  The Eric Andre Show?","select  ?o    {    <http://dbpedia.org/resource/The_Eric_Andre_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Eric_André","Eric Andre","VP"
"4889","Chi ha creato  The Eric Andre Show?","select  ?o    {    <http://dbpedia.org/resource/The_Eric_Andre_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Eric_André","Eric Andre","VP"
"4890","Quale persona creare  The Eric Andre Show?","select  ?o    {    <http://dbpedia.org/resource/The_Eric_Andre_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Eric_André","Eric Andre","VP"
"4891","Quale persona ha creato  The Eric Andre Show?","select  ?o    {    <http://dbpedia.org/resource/The_Eric_Andre_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Eric_André","Eric Andre","VP"
"4892","Chi creare  L'albero delle mele?","select  ?o    {    <http://dbpedia.org/resource/The_Facts_of_Life_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Clair","Dick Clair","VP"
"4893","Chi ha creato  L'albero delle mele?","select  ?o    {    <http://dbpedia.org/resource/The_Facts_of_Life_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Clair","Dick Clair","VP"
"4894","Quale persona creare  L'albero delle mele?","select  ?o    {    <http://dbpedia.org/resource/The_Facts_of_Life_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Clair","Dick Clair","VP"
"4895","Quale persona ha creato  L'albero delle mele?","select  ?o    {    <http://dbpedia.org/resource/The_Facts_of_Life_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Clair","Dick Clair","VP"
"4896","Chi creare  The Fades?","select  ?o    {    <http://dbpedia.org/resource/The_Fades_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Thorne","Jack Thorne","VP"
"4897","Chi ha creato  The Fades?","select  ?o    {    <http://dbpedia.org/resource/The_Fades_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Thorne","Jack Thorne","VP"
"4898","Quale persona creare  The Fades?","select  ?o    {    <http://dbpedia.org/resource/The_Fades_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Thorne","Jack Thorne","VP"
"4899","Quale persona ha creato  The Fades?","select  ?o    {    <http://dbpedia.org/resource/The_Fades_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Thorne","Jack Thorne","VP"
"4900","Chi creare  Professione pericolo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fall_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Glen_A._Larson","Glen A. Larson","VP"
"4901","Chi ha creato  Professione pericolo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fall_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Glen_A._Larson","Glen A. Larson","VP"
"4902","Quale persona creare  Professione pericolo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fall_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Glen_A._Larson","Glen A. Larson","VP"
"4903","Quale persona ha creato  Professione pericolo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fall_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Glen_A._Larson","Glen A. Larson","VP"
"4904","Chi creare  I Fanelli Boys?","select  ?o    {    <http://dbpedia.org/resource/The_Fanelli_Boys> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mort_Nathan","Mort Nathan","VP"
"4905","Chi ha creato  I Fanelli Boys?","select  ?o    {    <http://dbpedia.org/resource/The_Fanelli_Boys> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mort_Nathan","Mort Nathan","VP"
"4906","Quale persona creare  I Fanelli Boys?","select  ?o    {    <http://dbpedia.org/resource/The_Fanelli_Boys> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mort_Nathan","Mort Nathan","VP"
"4907","Quale persona ha creato  I Fanelli Boys?","select  ?o    {    <http://dbpedia.org/resource/The_Fanelli_Boys> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mort_Nathan","Mort Nathan","VP"
"4908","Chi creare  Il risolutore serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Finder_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hart_Hanson","Hart Hanson","VP"
"4909","Chi ha creato  Il risolutore serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Finder_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hart_Hanson","Hart Hanson","VP"
"4910","Quale persona creare  Il risolutore serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Finder_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hart_Hanson","Hart Hanson","VP"
"4911","Quale persona ha creato  Il risolutore serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Finder_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hart_Hanson","Hart Hanson","VP"
"4912","Chi creare  The First serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_First_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Beau_Willimon","Beau Willimon","VP"
"4913","Chi ha creato  The First serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_First_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Beau_Willimon","Beau Willimon","VP"
"4914","Quale persona creare  The First serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_First_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Beau_Willimon","Beau Willimon","VP"
"4915","Quale persona ha creato  The First serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_First_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Beau_Willimon","Beau Willimon","VP"
"4916","Chi creare  The Five serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Five_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Harlan_Coben","Harlan Coben","VP"
"4917","Chi ha creato  The Five serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Five_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Harlan_Coben","Harlan Coben","VP"
"4918","Quale persona creare  The Five serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Five_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Harlan_Coben","Harlan Coben","VP"
"4919","Quale persona ha creato  The Five serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Five_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Harlan_Coben","Harlan Coben","VP"
"4920","Chi creare  The Fix serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fix_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marcia_Clark","Marcia Clark","VP"
"4921","Chi ha creato  The Fix serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fix_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marcia_Clark","Marcia Clark","VP"
"4922","Quale persona creare  The Fix serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fix_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marcia_Clark","Marcia Clark","VP"
"4923","Quale persona ha creato  The Fix serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Fix_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marcia_Clark","Marcia Clark","VP"
"4924","Chi creare  Risate con i Flintstones?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstone_Comedy_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4925","Chi ha creato  Risate con i Flintstones?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstone_Comedy_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4926","Quale persona creare  Risate con i Flintstones?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstone_Comedy_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4927","Quale persona ha creato  Risate con i Flintstones?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstone_Comedy_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4928","Chi creare  Gli antenati?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstones> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4929","Chi ha creato  Gli antenati?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstones> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4930","Quale persona creare  Gli antenati?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstones> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4931","Quale persona ha creato  Gli antenati?","select  ?o    {    <http://dbpedia.org/resource/The_Flintstones> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"4932","Chi creare  The Following?","select  ?o    {    <http://dbpedia.org/resource/The_Following> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kevin_Williamson_(screenwriter)","Kevin Williamson","VP"
"4933","Chi ha creato  The Following?","select  ?o    {    <http://dbpedia.org/resource/The_Following> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kevin_Williamson_(screenwriter)","Kevin Williamson","VP"
"4934","Quale persona creare  The Following?","select  ?o    {    <http://dbpedia.org/resource/The_Following> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kevin_Williamson_(screenwriter)","Kevin Williamson","VP"
"4935","Quale persona ha creato  The Following?","select  ?o    {    <http://dbpedia.org/resource/The_Following> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kevin_Williamson_(screenwriter)","Kevin Williamson","VP"
"4936","Chi creare  La saga dei Forsyte serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Forsyte_Saga_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/John_Galsworthy","John Galsworthy","VP"
"4937","Chi ha creato  La saga dei Forsyte serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Forsyte_Saga_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/John_Galsworthy","John Galsworthy","VP"
"4938","Quale persona creare  La saga dei Forsyte serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Forsyte_Saga_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/John_Galsworthy","John Galsworthy","VP"
"4939","Quale persona ha creato  La saga dei Forsyte serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Forsyte_Saga_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/John_Galsworthy","John Galsworthy","VP"
"4940","Chi creare  The Fosters?","select  ?o    {    <http://dbpedia.org/resource/The_Fosters_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_Paige","Peter Paige","VP"
"4941","Chi ha creato  The Fosters?","select  ?o    {    <http://dbpedia.org/resource/The_Fosters_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_Paige","Peter Paige","VP"
"4942","Quale persona creare  The Fosters?","select  ?o    {    <http://dbpedia.org/resource/The_Fosters_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_Paige","Peter Paige","VP"
"4943","Quale persona ha creato  The Fosters?","select  ?o    {    <http://dbpedia.org/resource/The_Fosters_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_Paige","Peter Paige","VP"
"4944","Chi creare  Galline alla riscossa?","select  ?o    {    <http://dbpedia.org/resource/The_Foxbusters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_King-Smith","Dick King-Smith","VP"
"4945","Chi ha creato  Galline alla riscossa?","select  ?o    {    <http://dbpedia.org/resource/The_Foxbusters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_King-Smith","Dick King-Smith","VP"
"4946","Quale persona creare  Galline alla riscossa?","select  ?o    {    <http://dbpedia.org/resource/The_Foxbusters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_King-Smith","Dick King-Smith","VP"
"4947","Quale persona ha creato  Galline alla riscossa?","select  ?o    {    <http://dbpedia.org/resource/The_Foxbusters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_King-Smith","Dick King-Smith","VP"
"4948","Chi creare  The Frankenstein Chronicles?","select  ?o    {    <http://dbpedia.org/resource/The_Frankenstein_Chronicles> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Benjamin_Ross","Benjamin Ross","VP"
"4949","Chi ha creato  The Frankenstein Chronicles?","select  ?o    {    <http://dbpedia.org/resource/The_Frankenstein_Chronicles> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Benjamin_Ross","Benjamin Ross","VP"
"4950","Quale persona creare  The Frankenstein Chronicles?","select  ?o    {    <http://dbpedia.org/resource/The_Frankenstein_Chronicles> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Benjamin_Ross","Benjamin Ross","VP"
"4951","Quale persona ha creato  The Frankenstein Chronicles?","select  ?o    {    <http://dbpedia.org/resource/The_Frankenstein_Chronicles> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Benjamin_Ross","Benjamin Ross","VP"
"4952","Chi creare  Willy il principe di Bel-Air?","select  ?o    {    <http://dbpedia.org/resource/The_Fresh_Prince_of_Bel-Air> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Andy_Borowitz","Andy Borowitz","VP"
"4953","Chi ha creato  Willy il principe di Bel-Air?","select  ?o    {    <http://dbpedia.org/resource/The_Fresh_Prince_of_Bel-Air> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Andy_Borowitz","Andy Borowitz","VP"
"4954","Quale persona creare  Willy il principe di Bel-Air?","select  ?o    {    <http://dbpedia.org/resource/The_Fresh_Prince_of_Bel-Air> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Andy_Borowitz","Andy Borowitz","VP"
"4955","Quale persona ha creato  Willy il principe di Bel-Air?","select  ?o    {    <http://dbpedia.org/resource/The_Fresh_Prince_of_Bel-Air> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Andy_Borowitz","Andy Borowitz","VP"
"4956","Chi creare  Geena Davis Show?","select  ?o    {    <http://dbpedia.org/resource/The_Geena_Davis_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Terri_Minsky","Terri Minsky","VP"
"4957","Chi ha creato  Geena Davis Show?","select  ?o    {    <http://dbpedia.org/resource/The_Geena_Davis_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Terri_Minsky","Terri Minsky","VP"
"4958","Quale persona creare  Geena Davis Show?","select  ?o    {    <http://dbpedia.org/resource/The_Geena_Davis_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Terri_Minsky","Terri Minsky","VP"
"4959","Quale persona ha creato  Geena Davis Show?","select  ?o    {    <http://dbpedia.org/resource/The_Geena_Davis_Show> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Terri_Minsky","Terri Minsky","VP"
"4960","Chi creare  The Get Down?","select  ?o    {    <http://dbpedia.org/resource/The_Get_Down> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Baz_Luhrmann","Baz Luhrmann","VP"
"4961","Chi ha creato  The Get Down?","select  ?o    {    <http://dbpedia.org/resource/The_Get_Down> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Baz_Luhrmann","Baz Luhrmann","VP"
"4962","Quale persona creare  The Get Down?","select  ?o    {    <http://dbpedia.org/resource/The_Get_Down> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Baz_Luhrmann","Baz Luhrmann","VP"
"4963","Quale persona ha creato  The Get Down?","select  ?o    {    <http://dbpedia.org/resource/The_Get_Down> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Baz_Luhrmann","Baz Luhrmann","VP"
"4964","Chi creare  Oneur-ui tamjeong?","select  ?o    {    <http://dbpedia.org/resource/The_Ghost_Detective> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Korean_Broadcasting_System","Korean Broadcasting System","VP"
"4965","Chi ha creato  Oneur-ui tamjeong?","select  ?o    {    <http://dbpedia.org/resource/The_Ghost_Detective> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Korean_Broadcasting_System","Korean Broadcasting System","VP"
"4966","Quale persona creare  Oneur-ui tamjeong?","select  ?o    {    <http://dbpedia.org/resource/The_Ghost_Detective> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Korean_Broadcasting_System","Korean Broadcasting System","VP"
"4967","Quale persona ha creato  Oneur-ui tamjeong?","select  ?o    {    <http://dbpedia.org/resource/The_Ghost_Detective> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Korean_Broadcasting_System","Korean Broadcasting System","VP"
"4968","Chi creare  The Gifted serie televisiva 2017?","select  ?o    {    <http://dbpedia.org/resource/The_Gifted_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Matt_Nix","Matt Nix","VP"
"4969","Chi ha creato  The Gifted serie televisiva 2017?","select  ?o    {    <http://dbpedia.org/resource/The_Gifted_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Matt_Nix","Matt Nix","VP"
"4970","Quale persona creare  The Gifted serie televisiva 2017?","select  ?o    {    <http://dbpedia.org/resource/The_Gifted_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Matt_Nix","Matt Nix","VP"
"4971","Quale persona ha creato  The Gifted serie televisiva 2017?","select  ?o    {    <http://dbpedia.org/resource/The_Gifted_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Matt_Nix","Matt Nix","VP"
"4972","Chi creare  The Girlfriend Experience serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Girlfriend_Experience_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lodge_Kerrigan","Lodge Kerrigan","VP"
"4973","Chi ha creato  The Girlfriend Experience serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Girlfriend_Experience_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lodge_Kerrigan","Lodge Kerrigan","VP"
"4974","Quale persona creare  The Girlfriend Experience serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Girlfriend_Experience_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lodge_Kerrigan","Lodge Kerrigan","VP"
"4975","Quale persona ha creato  The Girlfriend Experience serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/The_Girlfriend_Experience_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lodge_Kerrigan","Lodge Kerrigan","VP"
"4976","Chi creare  The Girls Next Door?","select  ?o    {    <http://dbpedia.org/resource/The_Girls_Next_Door> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hugh_Hefner","Hugh Hefner","VP"
"4977","Chi ha creato  The Girls Next Door?","select  ?o    {    <http://dbpedia.org/resource/The_Girls_Next_Door> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hugh_Hefner","Hugh Hefner","VP"
"4978","Quale persona creare  The Girls Next Door?","select  ?o    {    <http://dbpedia.org/resource/The_Girls_Next_Door> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hugh_Hefner","Hugh Hefner","VP"
"4979","Quale persona ha creato  The Girls Next Door?","select  ?o    {    <http://dbpedia.org/resource/The_Girls_Next_Door> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hugh_Hefner","Hugh Hefner","VP"
"4980","Chi creare  The Glee Project?","select  ?o    {    <http://dbpedia.org/resource/The_Glee_Project> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"4981","Chi ha creato  The Glee Project?","select  ?o    {    <http://dbpedia.org/resource/The_Glee_Project> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"4982","Quale persona creare  The Glee Project?","select  ?o    {    <http://dbpedia.org/resource/The_Glee_Project> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"4983","Quale persona ha creato  The Glee Project?","select  ?o    {    <http://dbpedia.org/resource/The_Glee_Project> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"4984","Chi creare  The Goldbergs?","select  ?o    {    <http://dbpedia.org/resource/The_Goldbergs_(2013_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adam_F._Goldberg","Adam F. Goldberg","VP"
"4985","Chi ha creato  The Goldbergs?","select  ?o    {    <http://dbpedia.org/resource/The_Goldbergs_(2013_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adam_F._Goldberg","Adam F. Goldberg","VP"
"4986","Quale persona creare  The Goldbergs?","select  ?o    {    <http://dbpedia.org/resource/The_Goldbergs_(2013_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adam_F._Goldberg","Adam F. Goldberg","VP"
"4987","Quale persona ha creato  The Goldbergs?","select  ?o    {    <http://dbpedia.org/resource/The_Goldbergs_(2013_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adam_F._Goldberg","Adam F. Goldberg","VP"
"4988","Chi creare  The Good Lord Bird - La storia di John Brown?","select  ?o    {    <http://dbpedia.org/resource/The_Good_Lord_Bird_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ethan_Hawke","Ethan Hawke","VP"
"4989","Chi ha creato  The Good Lord Bird - La storia di John Brown?","select  ?o    {    <http://dbpedia.org/resource/The_Good_Lord_Bird_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ethan_Hawke","Ethan Hawke","VP"
"4990","Quale persona creare  The Good Lord Bird - La storia di John Brown?","select  ?o    {    <http://dbpedia.org/resource/The_Good_Lord_Bird_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ethan_Hawke","Ethan Hawke","VP"
